scenario,setting,value,label,cutoffdate,runkey,application,jobid
SIIreview.RM2.VE20.MR1 -50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,MR1 Interest rate (bps),-50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,EIOPA VA (bps),-2.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 -50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR1 scaling,"",Full run calculation,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,RiskMargin Lambda,0.975,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,RiskMargin CoC (%),-1.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,Curve Convergence (%),20.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,SII_Curve_EIOPA_SIIReview,"",SII Review,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,SII_onlyVA_forward_curve,"",SII_Review_T_onlyVA_forward_alpha020_DI_50up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,SII_onlyVA_spot_curve,"",SII_Review_T_onlyVA_spot_alpha020_DI_50up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,SII_noVA_curve,"",SII_Review_T_noVA_alpha020_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,SII_curve,"",SII_Review_T_alpha020_DI_50up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,Mortgage_curve,"",Asset_T_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,Asset_curve,"",Asset_T_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,MR1 Interest rate (bps),50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,EIOPA VA (bps),-2.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE20.MR1 +50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR1 scaling,"",Same as scenario: SIIreview.RM2.VE10 plus scaling factor UFR -15 bps (~+1.8%),2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,RiskMargin Lambda,0.975,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,RiskMargin CoC (%),-1.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,Curve Convergence (%),10.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,SII_Curve_EIOPA_SIIReview,"",SII Review,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,SII_onlyVA_forward_curve,"",SII_Review_T_onlyVA_forward_alpha010_UFR_15dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,SII_onlyVA_spot_curve,"",SII_Review_T_onlyVA_spot_alpha010_UFR_15dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,SII_noVA_curve,"",SII_Review_T_noVA_alpha010_UFR_15dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,SII_curve,"",SII_Review_T_alpha010_UFR_15dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,UFR (bps),-15.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,EIOPA VA (bps),-2.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.UFR -15 bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR1 scaling,"",Full run calculation,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,RiskMargin Lambda,0.975,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,RiskMargin CoC (%),-1.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,Curve Convergence (%),10.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,SII_Curve_EIOPA_SIIReview,"",SII Review,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,SII_onlyVA_forward_curve,"",SII_Review_T_onlyVA_forward_alpha010_Steep_10up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,SII_onlyVA_spot_curve,"",SII_Review_T_onlyVA_spot_alpha010_Steep_10up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,SII_noVA_curve,"",SII_Review_T_noVA_alpha010_Steep_10up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,SII_curve,"",SII_Review_T_alpha010_Steep_10up_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,Mortgage_curve,"",Asset_T_Steep_10up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,Asset_curve,"",Asset_T_Steep_10up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MR1 - Bucket end year,30.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MR1 - Bucket start year,20.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MR1 Steepening (bps),10.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,EIOPA VA (bps),-2.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 Steep +10bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,UR1 scaling,"",Full run calculation,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,RiskMargin Lambda,0.975,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,RiskMargin CoC (%),-1.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,Curve Convergence (%),10.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,SII_Curve_EIOPA_SIIReview,"",SII Review,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,SII_onlyVA_forward_curve,"",SII_Review_T_onlyVA_forward_alpha010_DI_50dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,SII_onlyVA_spot_curve,"",SII_Review_T_onlyVA_spot_alpha010_DI_50dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,SII_noVA_curve,"",SII_Review_T_noVA_alpha010_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,SII_curve,"",SII_Review_T_alpha010_DI_50dn_VA_2dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,Mortgage_curve,"",Asset_T_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,Asset_curve,"",Asset_T_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
SIIreview.RM2.VE10.MR1 -50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
